"id","genus","species","scientificname"
1000016916,"Faramea","spAD","Faramea sp(AD)"
1000016917,"Faramea","spFPR","Faramea sp(FPR)"
1000016918,"Faramea","spNH","Faramea sp(NH)"
1000016919,"Faramea","sp","Faramea sp."
1000016920,"Faramea","spi","Faramea sp.1"
1000016921,"Faramea","spz","Faramea sp.2"
1000016922,"Faramea","sp-aa","Faramea sp_4"
1000016923,"Faramea","sp-ss","Faramea sp_5"
1000016924,"Faramea","spxPNisale","Faramea spx.PN15473"
1000016925,"Faramea","spxPNissqe","Faramea spx.PN15583"
1000016926,"Faramea","spxPNibobo-iqasa","Faramea spx.PN16060,18454"
1000016927,"Faramea","spxPNiqblb","Faramea spx.PN18676"
1000016928,"Faramea","spxsp","Faramea spx.sp."
1000016929,"Faramea","spxterrace","Faramea spx.terrace"
1000016930,"Ferdinandusa","ADsoia","Ferdinandusa AD5014"
1000016931,"Ferdinandusa","ADsaal","Ferdinandusa AD5447"
1000016932,"Ferdinandusa","ADbioo","Ferdinandusa AD6100"
1000016933,"Ferdinandusa","ADloo","Ferdinandusa AD700"
1000016934,"Ferdinandusa","ADqgqa","Ferdinandusa AD8984"
1000016935,"Ferdinandusa","ellipticacf","Ferdinandusa elliptica.cf"
1000016936,"Ferdinandusa","spFPR","Ferdinandusa sp(FPR)"
1000016937,"Ferdinandusa","spiFPR","Ferdinandusa sp1(FPR)"
1000016938,"Ferdinandusa","spzAD","Ferdinandusa sp2(AD)"
1000016939,"Ferdinandusa","sp-mssiesz","Ferdinandusa sp_mss1352"
1000016940,"Ferdinandusa","sp-mssibei","Ferdinandusa sp_mss1631"
1000016941,"Ferdinandusa","sp-mssqoo","Ferdinandusa sp_mss800"
1000016942,"Ferdinandusa","spx","Ferdinandusa spx"
1000016994,"Fissicalyx","spAD","Fissicalyx sp(AD)"
1000016995,"Fusaea","indeti","Fusaea indet1"
1000016996,"Fusaea","spi","Fusaea sp.1"
1000016997,"Galipea","spi","Galipea sp.1"
1000016998,"Garcinia","chica","Garcinia chica"
1000016999,"Garcinia","neon","Garcinia neon"
1000017000,"Garcinia","indeti","Garcinia indet1"
1000017001,"Garcinia","spAD","Garcinia sp(AD)"
1000017002,"Garcinia","spi","Garcinia sp.1"
1000017003,"Garcinia","spz","Garcinia sp.2"
1000017004,"Garcinia","spe","Garcinia sp.3"
1000017005,"Garcinia","spa","Garcinia sp.4"
1000017006,"Gasteranthus","sp-ii","Gasteranthus sp_1"
1000017012,"Geissanthus","MSbsga","Geissanthus MS6594"
1000017013,"Geissospermum","sapo","Geissospermum sapo"
1000017014,"Geissospermum","spAD","Geissospermum sp(AD)"
1000017015,"Genipa","MSbllo","Genipa MS6770"
1000017016,"Genipa","indeti","Genipa indet1"
1000017017,"Genipa","sp-msslee","Genipa sp_mss733"
1000017023,"Gloeospermum","esfericasp","Gloeospermum esferica.sp"
1000017024,"Gloeospermum","spAD","Gloeospermum sp(AD)"
1000017025,"Gloeospermum","spi","Gloeospermum sp.1"
1000017028,"Gnetum","nodi","Gnetum nodi"
1000017029,"Godoya","spi","Godoya sp.1"
1000017030,"Gonzalagunia","spi","Gonzalagunia sp.1"
1000017031,"Graffenrieda","spi","Graffenrieda sp.1"
1000017032,"Graffenrieda","intermediaaff","Graffenrieda intermedia.aff"
1000017033,"Graffenrieda","spiFPR","Graffenrieda sp1(FPR)"
1000017034,"Guadua","chinese","Guadua chinese"
1000017035,"Guamia","LT-spi","Guamia LT_sp1"
1000017107,"Guatteria","diospyros","Guatteria diospyros"
1000017108,"Guatteria","dogsear","Guatteria dogsear"
1000017109,"Guatteria","pinguino","Guatteria pinguino"
1000017110,"Guatteria","zz","Guatteria 2"
1000017111,"Guatteria","ADiiza","Guatteria AD1124"
1000017112,"Guatteria","ADega","Guatteria AD394"
1000017113,"Guatteria","ADsobi","Guatteria AD5061"
1000017114,"Guatteria","ADbeoe","Guatteria AD6303"
1000017115,"Guatteria","ADqqog","Guatteria AD8809"
1000017116,"Guatteria","ADgbis","Guatteria AD9615"
1000017117,"Guatteria","ADggo","Guatteria AD990"
1000017118,"Guatteria","MSeiei","Guatteria MS3131"
1000017119,"Guatteria","gigante","Guatteria gigante"
1000017120,"Guatteria","gransmoothie","Guatteria gransmoothie"
1000017121,"Guatteria","guenthericf","Guatteria guentheri.cf"
1000017122,"Guatteria","guianensisaff","Guatteria guianensis.aff"
1000017123,"Guatteria","indeti","Guatteria indet1"
1000017124,"Guatteria","multiveniaaff","Guatteria multivenia.aff"
1000017125,"Guatteria","planerdorita","Guatteria planerdorita"
1000017126,"Guatteria","poeppigianacf","Guatteria poeppigiana.cf"
1000017127,"Guatteria","proceracf","Guatteria procera.cf"
1000017128,"Guatteria","pulvinadasp","Guatteria pulvinada.sp"
1000017129,"Guatteria","punctomarron","Guatteria punctomarron"
1000017130,"Guatteria","recurvisepalaaff","Guatteria recurvisepala.aff"
1000017131,"Guatteria","spNH","Guatteria sp(NH)"
1000017132,"Guatteria","sp","Guatteria sp."
1000017133,"Guatteria","spi","Guatteria sp.1"
1000017134,"Guatteria","spio","Guatteria sp.10"
1000017135,"Guatteria","spz","Guatteria sp.2"
1000017136,"Guatteria","spe","Guatteria sp.3"
1000017137,"Guatteria","spa","Guatteria sp.4"
1000017138,"Guatteria","sps","Guatteria sp.5"
1000017139,"Guatteria","spb","Guatteria sp.6"
1000017140,"Guatteria","spl","Guatteria sp.7"
1000017141,"Guatteria","spq","Guatteria sp.8"
1000017142,"Guatteria","sp-jbrisig","Guatteria sp_jbr1519"
1000017143,"Guatteria","sp-mssizbs","Guatteria sp_mss1265"
1000017144,"Guatteria","sp-msszlo","Guatteria sp_mss270"
1000017145,"Guatteria","sp-mssls","Guatteria sp_mss75"
1000017146,"Guatteria","sp-papiaoq","Guatteria sp_pap1408"
1000017147,"Guatteria","sp-papisqo","Guatteria sp_pap1580"
1000017148,"Guatteria","spnov-inouragues","Guatteria spnov_1.nouragues"
1000017149,"Guatteria","spx","Guatteria spx"
1000017150,"Guatteria","spxAcevedoglszgqisUNK","Guatteria spx.Acevedo9752&9815?"
1000017151,"Guatteria","spxPNisaqg","Guatteria spx.PN15489"
1000017152,"Guatteria","spxPNissoa","Guatteria spx.PN15504"
1000017153,"Guatteria","spxPNisbai","Guatteria spx.PN15641"
1000017154,"Guatteria","spxPNileoz","Guatteria spx.PN17302"
1000017155,"Guatteria","spxPNziqia","Guatteria spx.PN21814"
1000017156,"Guatteria","spxnarrow","Guatteria spx.narrow"
1000017157,"Guettarda","sp","Guettarda sp."
1000017158,"Gustavia","spFPR","Gustavia sp(FPR)"
1000017159,"Gustavia","spi","Gustavia sp.1"
1000017160,"Harleyodendron","indeti","Harleyodendron indet1"
1000017161,"Hasseltia","hasseltomen","Hasseltia hasseltomen"
1000017162,"Havetiopsis","spAD","Havetiopsis sp(AD)"
1000017163,"Heisteria","ebenifolia","Heisteria ebenifolia"
1000017164,"Heisteria","ADiszs","Heisteria AD1525"
1000017165,"Heisteria","ADzeq","Heisteria AD238"
1000017166,"Heisteria","ADes","Heisteria AD35"
1000017167,"Heisteria","MSaiss","Heisteria MS4155"
1000017168,"Heisteria","flacarco","Heisteria flacarco"
1000017169,"Heisteria","grande","Heisteria grande"
1000017170,"Heisteria","indeti","Heisteria indet1"
1000017171,"Heisteria","multiglan","Heisteria multiglan"
1000017172,"Heisteria","spAD","Heisteria sp(AD)"
1000017173,"Heisteria","spFPR","Heisteria sp(FPR)"
1000017174,"Heisteria","sp","Heisteria sp."
1000017175,"Heisteria","spi","Heisteria sp.1"
1000017176,"Heisteria","spz","Heisteria sp.2"
1000017177,"Heisteria","spiFPR","Heisteria sp1(FPR)"
1000017178,"Heisteria","sp-papiaos","Heisteria sp_pap1405"
1000017179,"Heisteria","spx","Heisteria spx"
1000017180,"Heisteria","spxPNisoqg","Heisteria spx.PN15089"
1000017184,"Henriettella","ADbiqs","Henriettella AD6185"
1000017194,"Hexachlamys","spi","Hexachlamys sp.1"
1000017195,"Hexachlamys","spz","Hexachlamys sp.2"
1000017200,"Himatanthus","spxPNzloso","Himatanthus spx.PN27050"
1000017201,"Hippotis","MSszgb","Hippotis MS5296"
1000017202,"Hippotis","indeti","Hippotis indet1"
1000017203,"Hiraea","toro","Hiraea toro"
1000017204,"Hirtella","ADlbee","Hirtella AD7633"
1000017205,"Hirtella","MSbole","Hirtella MS6073"
1000017206,"Hirtella","indeti","Hirtella indet1"
1000017207,"Hirtella","spNH","Hirtella sp(NH)"
1000017208,"Hirtella","sp","Hirtella sp."
1000017209,"Hirtella","spMS","Hirtella sp.(MS)"
1000017210,"Hirtella","spi","Hirtella sp.1"
1000017211,"Hirtella","spz","Hirtella sp.2"
1000017212,"Hirtella","spe","Hirtella sp.3"
1000017213,"Hirtella","spa","Hirtella sp.4"
1000017214,"Hirtella","sps","Hirtella sp.5"
1000017215,"Hirtella","spq","Hirtella sp.8"
1000017216,"Hirtella","spiAD","Hirtella sp1(AD)"
1000017217,"Hirtella","spzAD","Hirtella sp2(AD)"
1000017218,"Hirtella","speAD","Hirtella sp3(AD)"
1000017219,"Hirtella","spaAD","Hirtella sp4(AD)"
1000017220,"Hirtella","spx","Hirtella spx"
1000017221,"Hirtella","spxPNibzll","Hirtella spx.PN16277"
1000017222,"Hirtella","spxPNibslz","Hirtella spx.PN16572"
1000017223,"Hirtella","suffultacf","Hirtella suffulta.cf"
1000017224,"Hoffmannia","spi","Hoffmannia sp.1"
1000017226,"Humiria","spAD","Humiria sp(AD)"
1000017227,"Humiria","spFPR","Humiria sp(FPR)"
1000017228,"Humiria","spzAD","Humiria sp2(AD)"
1000017229,"Humiriastrum","indeti","Humiriastrum indet1"
1000017230,"Humiriastrum","spDAN","Humiriastrum sp(DAN)"
1000017231,"Humiriastrum","spFPR","Humiriastrum sp(FPR)"
1000017232,"Humiriastrum","spNH","Humiriastrum sp(NH)"
1000017233,"Hydrochorea","spDAN","Hydrochorea sp(DAN)"
1000017234,"Hymenaea","ADgaio","Hymenaea AD9410"
1000017235,"Hymenaea","indeti","Hymenaea indet1"
1000017236,"Hymenaea","indetz","Hymenaea indet2"
1000017237,"Hymenaea","spFPR","Hymenaea sp(FPR)"
1000017238,"Hymenaea","spi","Hymenaea sp.1"
1000017239,"Hymenolobium","ADliqq","Hymenolobium AD7188"
1000017240,"Hymenolobium","heterocarpumcf","Hymenolobium heterocarpum.cf"
1000017241,"Hymenolobium","indeti","Hymenolobium indet1"
1000017242,"Hymenolobium","spAD","Hymenolobium sp(AD)"
1000017243,"Hymenolobium","spi","Hymenolobium sp.1"
1000017244,"Hymenolobium","spe","Hymenolobium sp.3"
1000017245,"Hymenolobium","spa","Hymenolobium sp.4"
1000017246,"Hymenolobium","spiAD","Hymenolobium sp1(AD)"
1000017247,"Hymenolobium","spx","Hymenolobium spx"
1000017248,"Hymenolobium","stipsericea","Hymenolobium stipsericea"
1000017249,"Ilex","seaweed","Ilex seaweed"
1000017250,"Ilex","ADzoib","Ilex AD2016"
1000017251,"Ilex","ADea","Ilex AD34"
1000017252,"Ilex","ADgsgq","Ilex AD9598"
1000017253,"Ilex","CH-spi","Ilex CH_sp1"
1000017254,"Ilex","MSbzel","Ilex MS6237"
1000017255,"Ilex","MSbqgs","Ilex MS6895"
1000017256,"Ilex","andarensisaff","Ilex andarensis.aff"
1000017257,"Ilex","spAD","Ilex sp(AD)"
1000017258,"Ilex","sp","Ilex sp."
1000017259,"Ilex","spi","Ilex sp.1"
1000017260,"Ilex","sp-mssaee","Ilex sp_mss433"
1000017261,"Ilex","spx","Ilex spx"
1000017262,"Inga","eoscura","Inga 3oscura"
1000017263,"Inga","eschweilera","Inga eschweilera"
1000017264,"Inga","swede","Inga swede"
1000017265,"Inga","is","Inga 15"
1000017266,"Inga","ecrasa","Inga 3crasa"
1000017267,"Inga","aalitarco","Inga 4alitarco"
1000017268,"Inga","bcuadra","Inga 6cuadra"
1000017269,"Inga","ADieea","Inga AD1334"
1000017270,"Inga","ADegso","Inga AD3950"
1000017271,"Inga","ADaole","Inga AD4073"
1000017272,"Inga","ADaeg","Inga AD439"
1000017273,"Inga","ADasa","Inga AD454"
1000017274,"Inga","ADsoeb","Inga AD5036"
1000017275,"Inga","ADsasg","Inga AD5459"
1000017276,"Inga","ADsabo","Inga AD5460"
1000017277,"Inga","ADsaqs","Inga AD5485"
1000017278,"Inga","ADssog","Inga AD5509"
1000017279,"Inga","ADsbgo","Inga AD5690"
1000017280,"Inga","ADsbga","Inga AD5694"
1000017281,"Inga","ADboab","Inga AD6046"
1000017282,"Inga","ADbzzl","Inga AD6227"
1000017283,"Inga","ADbzas","Inga AD6245"
1000017284,"Inga","ADbege","Inga AD6393"
1000017285,"Inga","ADbags","Inga AD6495"
1000017286,"Inga","ADbsoe","Inga AD6503"
1000017287,"Inga","ADbsbg","Inga AD6569"
1000017288,"Inga","ADbbss","Inga AD6655"
1000017289,"Inga","ADbbqs","Inga AD6685"
1000017290,"Inga","ADbqbs","Inga AD6865"
1000017291,"Inga","ADbqqg","Inga AD6889"
1000017292,"Inga","ADloez","Inga AD7032"
1000017293,"Inga","ADloaa","Inga AD7044"
1000017294,"Inga","ADlisb","Inga AD7156"
1000017295,"Inga","ADlzio","Inga AD7210"
1000017296,"Inga","ADlzlo","Inga AD7270"
1000017297,"Inga","ADqiao","Inga AD8140"
1000017298,"Inga","ADqei","Inga AD831"
1000017299,"Inga","ADqeeq","Inga AD8338"
1000017300,"Inga","ADqais","Inga AD8415"
1000017301,"Inga","ADqleq","Inga AD8738"
1000017302,"Inga","CFieeq","Inga CF=1338"
1000017303,"Inga","CH-spi","Inga CH_sp1"
1000017304,"Inga","LT-spi","Inga LT_sp1"
1000017305,"Inga","MSiiqg","Inga MS1189"
1000017306,"Inga","MSsozi","Inga MS5021"
1000017307,"Inga","MSsiea","Inga MS5134"
1000017308,"Inga","MSsigq","Inga MS5198"
1000017309,"Inga","acreanaaff","Inga acreana.aff"
1000017310,"Inga","acrocephala-rusbyi","Inga acrocephala/rusbyi"
1000017311,"Inga","alataaff","Inga alata.aff"
1000017312,"Inga","albaaff","Inga alba.aff"
1000017313,"Inga","arelqb","Inga ar3786"
1000017314,"Inga","araoes","Inga ar4035"
1000017315,"Inga","araisa","Inga ar4154"
1000017316,"Inga","araaoz","Inga ar4402"
1000017317,"Inga","arabse","Inga ar4653"
1000017318,"Inga","arablq","Inga ar4678"
1000017319,"Inga","arabqg","Inga ar4689"
1000017320,"Inga","arallz","Inga ar4772"
1000017321,"Inga","aragqq","Inga ar4988"
1000017322,"Inga","arsoqo","Inga ar5080"
1000017323,"Inga","arsiba","Inga ar5164"
1000017324,"Inga","arsilz","Inga ar5172"
1000017325,"Inga","arszze","Inga ar5223"
1000017326,"Inga","arssoz","Inga ar5502"
1000017327,"Inga","brevialataaff","Inga brevialata.aff"
1000017328,"Inga","chartaceaaff","Inga chartacea.aff"
1000017329,"Inga","chartaceacf","Inga chartacea.cf"
1000017330,"Inga","cordatoalataaff","Inga cordatoalata.aff"
1000017331,"Inga","coriaceacf","Inga coriacea.cf"
1000017332,"Inga","coruscansaff","Inga coruscans.aff"
1000017333,"Inga","densifloracf","Inga densiflora.cf"
1000017334,"Inga","falsacre","Inga falsacre"
1000017335,"Inga","glomerifloraaff","Inga glomeriflora.aff"
1000017336,"Inga","gracilifloraaff","Inga graciliflora.aff"
1000017337,"Inga","gracilioraff","Inga gracilior.aff"
1000017338,"Inga","indeti","Inga indet1"
1000017339,"Inga","indetz","Inga indet2"
1000017340,"Inga","indete","Inga indet3"
1000017341,"Inga","indeta","Inga indet4"
1000017342,"Inga","indets","Inga indet5"
1000017343,"Inga","indetb","Inga indet6"
1000017344,"Inga","indetl","Inga indet7"
1000017345,"Inga","laurinacf","Inga laurina.cf"
1000017346,"Inga","leiocalycinaaff","Inga leiocalycina.aff"
1000017347,"Inga","leiocalycinacf","Inga leiocalycina.cf"
1000017348,"Inga","macrophyllacf","Inga macrophylla.cf"
1000017349,"Inga","mssbzb","Inga mss626"
1000017350,"Inga","multijugaaff","Inga multijuga.aff"
1000017351,"Inga","obidensisaff","Inga obidensis.aff"
1000017352,"Inga","pruriensaff","Inga pruriens.aff"
1000017353,"Inga","punctatacf","Inga punctata.cf"
1000017354,"Inga","racemifloraaff","Inga racemiflora.aff"
1000017355,"Inga","rusbyiaff","Inga rusbyi.aff"
1000017356,"Inga","sertuliferaaff","Inga sertulifera.aff"
1000017357,"Inga","spAD","Inga sp(AD)"
1000017358,"Inga","spFPR","Inga sp(FPR)"
1000017359,"Inga","spNH","Inga sp(NH)"
1000017360,"Inga","sp","Inga sp."
1000017361,"Inga","spMS","Inga sp.(MS)"
1000017362,"Inga","spi","Inga sp.1"
1000017363,"Inga","spio","Inga sp.10"
1000017364,"Inga","spii","Inga sp.11"
1000017365,"Inga","spiz","Inga sp.12"
1000017366,"Inga","spie","Inga sp.13"
1000017367,"Inga","spia","Inga sp.14"
1000017368,"Inga","spis","Inga sp.15"
1000017369,"Inga","spib","Inga sp.16"
1000017370,"Inga","spil","Inga sp.17"
1000017371,"Inga","spiq","Inga sp.18"
1000017372,"Inga","spig","Inga sp.19"
1000017373,"Inga","spz","Inga sp.2"
1000017374,"Inga","spzDAN","Inga sp.2(DAN)"
1000017375,"Inga","spzJFP","Inga sp.2(JFP)"
1000017376,"Inga","spzo","Inga sp.20"
1000017377,"Inga","spzi","Inga sp.21"
1000017378,"Inga","spzz","Inga sp.22"
1000017379,"Inga","spze","Inga sp.23"
1000017380,"Inga","spza","Inga sp.24"
1000017381,"Inga","spzs","Inga sp.25"
1000017382,"Inga","spzb","Inga sp.26"
1000017383,"Inga","spzl","Inga sp.27"
1000017384,"Inga","spzq","Inga sp.28"
1000017385,"Inga","spzg","Inga sp.29"
1000017386,"Inga","spe","Inga sp.3"
1000017387,"Inga","speo","Inga sp.30"
1000017388,"Inga","spei","Inga sp.31"
1000017389,"Inga","spez","Inga sp.32"
1000017390,"Inga","spee","Inga sp.33"
1000017391,"Inga","spea","Inga sp.34"
1000017392,"Inga","speahoja-pequeUNKa","Inga sp.34(hoja_peque?a)"
1000017393,"Inga","spes","Inga sp.35"
1000017394,"Inga","speb","Inga sp.36"
1000017395,"Inga","spel","Inga sp.37"
1000017396,"Inga","spa","Inga sp.4"
1000017397,"Inga","sps","Inga sp.5"
1000017398,"Inga","spb","Inga sp.6"
1000017399,"Inga","spl","Inga sp.7"
1000017400,"Inga","spq","Inga sp.8"
1000017401,"Inga","spg","Inga sp.9"
1000017402,"Inga","sp-nov","Inga sp._nov"
1000017403,"Inga","spiAD","Inga sp1(AD)"
1000017404,"Inga","spiFPR","Inga sp1(FPR)"
1000017405,"Inga","spieoscura","Inga sp1.3oscura"
1000017406,"Inga","speFPR","Inga sp3(FPR)"
1000017407,"Inga","spaFPR","Inga sp4(FPR)"
1000017408,"Inga","spbFPR","Inga sp6(FPR)"
1000017409,"Inga","splFPR","Inga sp7(FPR)"
1000017410,"Inga","sp-ii","Inga sp_1"
1000017411,"Inga","sp-aa","Inga sp_4"
1000017412,"Inga","sp-duiebsa","Inga sp_dui365a"
1000017413,"Inga","sp-duiebq","Inga sp_dui368"
1000017414,"Inga","sp-jbriaea","Inga sp_jbr1434"
1000017415,"Inga","sp-mssiola","Inga sp_mss1074"
1000017416,"Inga","sp-mssiaaq","Inga sp_mss1448"
1000017417,"Inga","sp-msssgb","Inga sp_mss596"
1000017418,"Inga","sp-mssbzb","Inga sp_mss626"
1000017419,"Inga","sp-ncgasi","Inga sp_ncg451"
1000017420,"Inga","sp-papiaia","Inga sp_pap1414"
1000017421,"Inga","sp-papialo","Inga sp_pap1470"
1000017422,"Inga","spectabilisaff","Inga spectabilis.aff"
1000017423,"Inga","spectabilis-splendens","Inga spectabilis/splendens"
1000017424,"Inga","splendenscf","Inga splendens.cf"
1000017425,"Inga","spx","Inga spx"
1000017426,"Inga","spxPNiszob","Inga spx.PN15206"
1000017427,"Inga","spxPNiqaei","Inga spx.PN18431"
1000017428,"Inga","spxPNziqib","Inga spx.PN21816"
1000017429,"Inga","spxPNziqiq","Inga spx.PN21818"
1000017430,"Inga","spxPNziqzi","Inga spx.PN21821"
1000017431,"Inga","spxPNziqza","Inga spx.PN21824"
1000017432,"Inga","spxPNziqbo","Inga spx.PN21860"
1000017433,"Inga","spxRVigigi","Inga spx.RV19191"
1000017434,"Inga","spxsp","Inga spx.sp."
1000017435,"Inga","stellaeglabra","Inga stellaeglabra"
1000017436,"Inga","stenophyllaaff","Inga stenophylla.aff"
1000017437,"Inga","stenopteracf","Inga stenoptera.cf"
1000017438,"Inga","stenoptera-striolata","Inga stenoptera/striolata"
1000017439,"Inga","striata-venustaaff","Inga striata/venusta.aff"
1000017440,"Inga","suaveolensaff","Inga suaveolens.aff"
1000017441,"Inga","umbelliferaaff","Inga umbellifera.aff"
1000017442,"Inga","yacoanaaff","Inga yacoana.aff"
1000017468,"Ixora","ADieal","Ixora AD1347"
1000017469,"Ixora","spJFP","Ixora sp(JFP)"
1000017470,"Jacaranda","copaiaaff","Jacaranda copaia.aff"
1000017471,"Jacaranda","indeti","Jacaranda indet1"
1000017472,"Jacaranda","spi","Jacaranda sp.1"
1000017473,"Jacaranda","spz","Jacaranda sp.2"
1000017476,"Jugastrum","spNH","Jugastrum sp(NH)"
1000017477,"Kielmeyera","sp","Kielmeyera sp."
1000017478,"Kotchubaea","ADizee","Kotchubaea AD1233"
1000017479,"Kotchubaea","insigniscf","Kotchubaea insignis.cf"
1000017480,"Kotchubaea","sericanthacf","Kotchubaea sericantha.cf"
1000017481,"Kotchubaea","spFPR","Kotchubaea sp(FPR)"
1000017482,"Kotchubaea","spiFPR","Kotchubaea sp1(FPR)"
1000017489,"Lacmellea","spx","Lacmellea spx"
1000017490,"Lacunaria","green","Lacunaria green"
1000017491,"Lacunaria","crenada","Lacunaria crenada"
1000017492,"Lacunaria","indeti","Lacunaria indet1"
1000017493,"Lacunaria","spAD","Lacunaria sp(AD)"
1000017494,"Lacunaria","spFPR","Lacunaria sp(FPR)"
1000017495,"Lacunaria","spNH","Lacunaria sp(NH)"
1000017496,"Ladenbergia","ADbas","Ladenbergia AD645"
1000017497,"Ladenbergia","MSsozs","Ladenbergia MS5025"
1000017498,"Ladenbergia","spNH","Ladenbergia sp(NH)"
1000017499,"Ladenbergia","sp-duizeeb","Ladenbergia sp_dui2336"
1000017500,"Lafoensia","impreso","Lafoensia impreso"
1000017501,"Lantana","sp","Lantana sp."
1000017502,"Leandra","roja","Leandra roja"
1000017503,"Leandra","blanca","Leandra blanca"
1000017504,"Leandra","sp-ii","Leandra sp_1"
1000017505,"Lecointea","amazonicaaff","Lecointea amazonica.aff"
1000017506,"Lecythis","ADqgai","Lecythis AD8941"
1000017507,"Lecythis","ADgizz","Lecythis AD9122"
1000017508,"Lecythis","gracieanaaff","Lecythis gracieana.aff"
1000017509,"Lecythis","indeti","Lecythis indet1"
1000017510,"Lecythis","spAD","Lecythis sp(AD)"
1000017511,"Lecythis","spx","Lecythis spx"
1000017512,"Leonia","indeti","Leonia indet1"
1000017513,"Leonia","indetz","Leonia indet2"
1000017514,"Leonia","spAD","Leonia sp(AD)"
1000017515,"Leonia","sp-mssiizi","Leonia sp_mss1121"
1000017516,"Leretia","reticbril","Leretia reticbril"
1000017517,"Leucaena","spxPNillaz","Leucaena spx.PN17742"
1000017518,"Licania","bitterlime","Licania bitterlime"
1000017519,"Licania","ADil","Licania AD17"
1000017520,"Licania","ADzge","Licania AD293"
1000017521,"Licania","ADali","Licania AD471"
1000017522,"Licania","ADag","Licania AD49"
1000017523,"Licania","ADsslb","Licania AD5576"
1000017524,"Licania","ADssge","Licania AD5593"
1000017525,"Licania","ADsbg","Licania AD569"
1000017526,"Licania","ADslgg","Licania AD5799"
1000017527,"Licania","ADsgbb","Licania AD5966"
1000017528,"Licania","ADlala","Licania AD7474"
1000017529,"Licania","ADlsgl","Licania AD7597"
1000017530,"Licania","ADq","Licania AD8"
1000017531,"Licania","ADqqso","Licania AD8850"
1000017532,"Licania","ADgezs","Licania AD9325"
1000017533,"Licania","ADglaz","Licania AD9742"
1000017534,"Licania","MSzgqo","Licania MS2980"
1000017535,"Licania","MSeboz","Licania MS3602"
1000017536,"Licania","MSaiei","Licania MS4131"
1000017537,"Licania","MSagal","Licania MS4947"
1000017538,"Licania","MSboog","Licania MS6009"
1000017539,"Licania","MSbqbb","Licania MS6866"
1000017540,"Licania","britteniana-rounded","Licania britteniana_rounded"
1000017541,"Licania","caudataaff","Licania caudata.aff"
1000017542,"Licania","celiaeaff","Licania celiae.aff"
1000017543,"Licania","durifolia-complexspi","Licania durifolia_complex_sp.1"
1000017544,"Licania","durifolia-complexspz","Licania durifolia_complex_sp.2"
1000017545,"Licania","fanshaweiaff","Licania fanshawei.aff"
1000017546,"Licania","filo","Licania filo"
1000017547,"Licania","granblancasp","Licania granblanca.sp"
1000017548,"Licania","hipofuzzy","Licania hipofuzzy"
1000017549,"Licania","hypoleucaaff","Licania hypoleuca.aff"
1000017550,"Licania","indeti","Licania indet1"
1000017551,"Licania","krukoviiaff","Licania krukovii.aff"
1000017552,"Licania","lataaff","Licania lata.aff"
1000017553,"Licania","nervifina","Licania nervifina"
1000017554,"Licania","opacasp","Licania opaca.sp"
1000017555,"Licania","pallidaaff","Licania pallida.aff"
1000017556,"Licania","pinesiiaff","Licania pinesii.aff"
1000017557,"Licania","sandwithiiaff","Licania sandwithii.aff"
1000017558,"Licania","spFPR","Licania sp(FPR)"
1000017559,"Licania","spJFP","Licania sp(JFP)"
1000017560,"Licania","spNH","Licania sp(NH)"
1000017561,"Licania","spi","Licania sp.1"
1000017562,"Licania","spiDAN","Licania sp.1(DAN)"
1000017563,"Licania","spiJFP","Licania sp.1(JFP)"
1000017564,"Licania","spio","Licania sp.10"
1000017565,"Licania","spii","Licania sp.11"
1000017566,"Licania","spiz","Licania sp.12"
1000017567,"Licania","spie","Licania sp.13"
1000017568,"Licania","spia","Licania sp.14"
1000017569,"Licania","spis","Licania sp.15"
1000017570,"Licania","spz","Licania sp.2"
1000017571,"Licania","spzzNH","Licania sp.22(NH)"
1000017572,"Licania","spe","Licania sp.3"
1000017573,"Licania","spa","Licania sp.4"
1000017574,"Licania","sps","Licania sp.5"
1000017575,"Licania","spb","Licania sp.6"
1000017576,"Licania","spl","Licania sp.7"
1000017577,"Licania","spq","Licania sp.8"
1000017578,"Licania","spg","Licania sp.9"
1000017579,"Licania","spiAD","Licania sp1(AD)"
1000017580,"Licania","spiFPR","Licania sp1(FPR)"
1000017581,"Licania","spioAD","Licania sp10(AD)"
1000017582,"Licania","spiiAD","Licania sp11(AD)"
1000017583,"Licania","spizAD","Licania sp12(AD)"
1000017584,"Licania","spieAD","Licania sp13(AD)"
1000017585,"Licania","spiaAD","Licania sp14(AD)"
1000017586,"Licania","spisAD","Licania sp15(AD)"
1000017587,"Licania","spibAD","Licania sp16(AD)"
1000017588,"Licania","spilAD","Licania sp17(AD)"
1000017589,"Licania","spzAD","Licania sp2(AD)"
1000017590,"Licania","speAD","Licania sp3(AD)"
1000017591,"Licania","spaAD","Licania sp4(AD)"
1000017592,"Licania","spsAD","Licania sp5(AD)"
1000017593,"Licania","spbAD","Licania sp6(AD)"
1000017594,"Licania","splAD","Licania sp7(AD)"
1000017595,"Licania","spqAD","Licania sp8(AD)"
1000017596,"Licania","spgAD","Licania sp9(AD)"
1000017597,"Licania","sp-duizleq","Licania sp_dui2738"
1000017598,"Licania","sp-duiazl","Licania sp_dui427"
1000017599,"Licania","sp-jbriegz","Licania sp_jbr1392"
1000017600,"Licania","sp-jbriaog","Licania sp_jbr1409"
1000017601,"Licania","sp-jbriasz","Licania sp_jbr1452"
