"id","genus","species","scientificname"
1000002072,"Calyptranthes","fasciculata","Calyptranthes fasciculata"
1000002073,"Calyptranthes","forsteri","Calyptranthes forsteri"
1000002074,"Calyptranthes","hylobates","Calyptranthes hylobates"
1000002075,"Calyptranthes","johnstonii","Calyptranthes johnstonii"
1000002076,"Calyptranthes","krugioides","Calyptranthes krugioides"
1000002077,"Calyptranthes","lanceolata","Calyptranthes lanceolata"
1000002078,"Calyptranthes","lepida","Calyptranthes lepida"
1000002079,"Calyptranthes","longifolia","Calyptranthes longifolia"
1000002080,"Calyptranthes","lucida","Calyptranthes lucida"
1000002081,"Calyptranthes","macrophylla","Calyptranthes macrophylla"
1000002082,"Calyptranthes","maxima","Calyptranthes maxima"
1000002083,"Calyptranthes","multiflora","Calyptranthes multiflora"
1000002084,"Calyptranthes","ovoidea","Calyptranthes ovoidea"
1000002085,"Calyptranthes","paniculata","Calyptranthes paniculata"
1000002086,"Calyptranthes","plicata","Calyptranthes plicata"
1000002087,"Calyptranthes","pulchella","Calyptranthes pulchella"
1000002088,"Calyptranthes","pullei","Calyptranthes pullei"
1000002089,"Calyptranthes","rufotomentosa","Calyptranthes rufotomentosa"
1000002090,"Calyptranthes","ruiziana","Calyptranthes ruiziana"
1000002091,"Calyptranthes","schiedeana","Calyptranthes schiedeana"
1000002092,"Calyptranthes","sessilis","Calyptranthes sessilis"
1000002093,"Calyptranthes","simulata","Calyptranthes simulata"
1000002094,"Calyptranthes","smithii","Calyptranthes smithii"
1000002095,"Calyptranthes","speciosa","Calyptranthes speciosa"
1000002096,"Calyptranthes","spicata","Calyptranthes spicata"
1000002097,"Calyptranthes","tessmannii","Calyptranthes tessmannii"
1000002098,"Calyptranthes","tumidonodia","Calyptranthes tumidonodia"
1000002099,"Calyptranthes","vexata","Calyptranthes vexata"
1000002103,"Campomanesia","grandiflora","Campomanesia grandiflora"
1000002104,"Campomanesia","lineatifolia","Campomanesia lineatifolia"
1000002105,"Campomanesia","speciosa","Campomanesia speciosa"
1000002106,"Campsiandra","angustifolia","Campsiandra angustifolia"
1000002107,"Campsiandra","comosa","Campsiandra comosa"
1000002109,"Canavalia","eurycarpa","Canavalia eurycarpa"
1000002110,"Canavalia","mattogrossensis","Canavalia mattogrossensis"
1000002111,"Canavalia","piperi","Canavalia piperi"
1000002112,"Candolleodendron","brachystachyum","Candolleodendron brachystachyum"
1000002113,"Cantua","alutacea","Cantua alutacea"
1000002114,"Cantua","buxifolia","Cantua buxifolia"
1000002115,"Cantua","candelilla","Cantua candelilla"
1000002116,"Cantua","cuzcoensis","Cantua cuzcoensis"
1000002117,"Cantua","flexuosa","Cantua flexuosa"
1000002118,"Cantua","longifolia","Cantua longifolia"
1000002119,"Cantua","ovata","Cantua ovata"
1000002120,"Cantua","pyrifolia","Cantua pyrifolia"
1000002121,"Cantua","quercifolia","Cantua quercifolia"
1000002122,"Cantua","tomentosa","Cantua tomentosa"
1000002123,"Capanea","affinis","Capanea affinis"
1000002125,"Capirona","decorticans","Capirona decorticans"
1000002126,"Capparis","antonensis","Capparis antonensis"
1000002127,"Capparis","avicennifolia","Capparis avicennifolia"
1000002128,"Capparis","chiriquensis","Capparis chiriquensis"
1000002129,"Capparis","crotonoides","Capparis crotonoides"
1000002130,"Capparis","detonsa","Capparis detonsa"
1000002131,"Capparis","discolor","Capparis discolor"
1000002132,"Capparis","ecuadorica","Capparis ecuadorica"
1000002133,"Capparis","eucalyptifolia","Capparis eucalyptifolia"
1000002134,"Capparis","filipes","Capparis filipes"
1000002135,"Capparis","frondosa","Capparis frondosa"
1000002136,"Capparis","grandipetala","Capparis grandipetala"
1000002137,"Capparis","guaguaensis","Capparis guaguaensis"
1000002138,"Capparis","harlingii","Capparis harlingii"
1000002139,"Capparis","heterophylla","Capparis heterophylla"
1000002140,"Capparis","heydeana","Capparis heydeana"
1000002141,"Capparis","leprieurii","Capparis leprieurii"
1000002142,"Capparis","macrophylla","Capparis macrophylla"
1000002143,"Capparis","magnifica","Capparis magnifica"
1000002144,"Capparis","maroniensis","Capparis maroniensis"
1000002145,"Capparis","mirifica","Capparis mirifica"
1000002146,"Capparis","mollicella","Capparis mollicella"
1000002147,"Capparis","mollis","Capparis mollis"
1000002148,"Capparis","nitida","Capparis nitida"
1000002149,"Capparis","osmantha","Capparis osmantha"
1000002150,"Capparis","panamensis","Capparis panamensis"
1000002151,"Capparis","petiolaris","Capparis petiolaris"
1000002152,"Capparis","pittieri","Capparis pittieri"
1000002153,"Capparis","prisca","Capparis prisca"
1000002154,"Capparis","quina","Capparis quina"
1000002155,"Capparis","quiriguensis","Capparis quiriguensis"
1000002156,"Capparis","scabrida","Capparis scabrida"
1000002157,"Capparis","schunkei","Capparis schunkei"
1000002158,"Capparis","sola","Capparis sola"
1000002159,"Capparis","sprucei","Capparis sprucei"
1000002160,"Capparis","tarapotensis","Capparis tarapotensis"
1000002161,"Capparis","yco","Capparis yco"
1000002169,"Caraipa","ampla","Caraipa ampla"
1000002170,"Caraipa","costata","Caraipa costata"
1000002171,"Caraipa","densiflora","Caraipa densiflora"
1000002172,"Caraipa","densifolia","Caraipa densifolia"
1000002173,"Caraipa","grandifolia","Caraipa grandifolia"
1000002174,"Caraipa","jaramilloi","Caraipa jaramilloi"
1000002175,"Caraipa","llanorum","Caraipa llanorum"
1000002176,"Caraipa","myrcioides","Caraipa myrcioides"
1000002177,"Caraipa","odorata","Caraipa odorata"
1000002178,"Caraipa","parvielliptica","Caraipa parvielliptica"
1000002179,"Caraipa","parvifolia","Caraipa parvifolia"
1000002180,"Caraipa","punctulata","Caraipa punctulata"
1000002181,"Caraipa","racemosa","Caraipa racemosa"
1000002182,"Caraipa","richardiana","Caraipa richardiana"
1000002183,"Caraipa","rodriguesii","Caraipa rodriguesii"
1000002184,"Caraipa","savannarum","Caraipa savannarum"
1000002185,"Caraipa","tereticaulis","Caraipa tereticaulis"
1000002186,"Caraipa","utilis","Caraipa utilis"
1000002187,"Caraipa","valioi","Caraipa valioi"
1000002191,"Cardiopetalum","surinamense","Cardiopetalum surinamense"
1000002204,"Cariniana","decandra","Cariniana decandra"
1000002205,"Cariniana","domestica","Cariniana domestica"
1000002206,"Cariniana","estrellensis","Cariniana estrellensis"
1000002208,"Cariniana","micrantha","Cariniana micrantha"
1000002209,"Cariniana","multiflora","Cariniana multiflora"
1000002211,"Carpotroche","amazonica","Carpotroche amazonica"
1000002212,"Carpotroche","crispidentata","Carpotroche crispidentata"
1000002213,"Carpotroche","grandiflora","Carpotroche grandiflora"
1000002215,"Carpotroche","pacifica","Carpotroche pacifica"
1000002216,"Carpotroche","platyptera","Carpotroche platyptera"
1000002217,"Carpotroche","ramosii","Carpotroche ramosii"
1000002218,"Carpotroche","surinamensis","Carpotroche surinamensis"
1000002219,"Caryocar","amygdaliforme","Caryocar amygdaliforme"
1000002220,"Caryocar","costaricense","Caryocar costaricense"
1000002221,"Caryocar","glabrum","Caryocar glabrum"
1000002222,"Caryocar","gracile","Caryocar gracile"
1000002223,"Caryocar","harlingii","Caryocar harlingii"
1000002224,"Caryocar","microcarpum","Caryocar microcarpum"
1000002225,"Caryocar","montanum","Caryocar montanum"
1000002226,"Caryocar","pallidum","Caryocar pallidum"
1000002227,"Caryocar","villosum","Caryocar villosum"
1000002236,"Caryomene","grandifolia","Caryomene grandifolia"
1000002237,"Cascabela","thevetia","Cascabela thevetia"
1000002238,"Casearia","acuminata","Casearia acuminata"
1000002239,"Casearia","arguta","Casearia arguta"
1000002240,"Casearia","atlantica","Casearia atlantica"
1000002241,"Casearia","bracteifera","Casearia bracteifera"
1000002242,"Casearia","cajambrensis","Casearia cajambrensis"
1000002243,"Casearia","combaymensis","Casearia combaymensis"
1000002244,"Casearia","commersoniana","Casearia commersoniana"
1000002245,"Casearia","coronata","Casearia coronata"
1000002246,"Casearia","corymbosa","Casearia corymbosa"
1000002247,"Casearia","duckeana","Casearia duckeana"
1000002248,"Casearia","fasciculata","Casearia fasciculata"
1000002249,"Casearia","gossypiosperma","Casearia gossypiosperma"
1000002250,"Casearia","grandiflora","Casearia grandiflora"
1000002251,"Casearia","hirsuta","Casearia hirsuta"
1000002252,"Casearia","javitensis","Casearia javitensis"
1000002253,"Casearia","macrophylla","Casearia macrophylla"
1000002254,"Casearia","macrosperma","Casearia macrosperma"
1000002255,"Casearia","manausensis","Casearia manausensis"
1000002256,"Casearia","mariquitensis","Casearia mariquitensis"
1000002257,"Casearia","megacarpa","Casearia megacarpa"
1000002258,"Casearia","mexiae","Casearia mexiae"
1000002260,"Casearia","nigricans","Casearia nigricans"
1000002261,"Casearia","nigricolor","Casearia nigricolor"
1000002262,"Casearia","obovalis","Casearia obovalis"
1000002263,"Casearia","pitumba","Casearia pitumba"
1000002264,"Casearia","prunifolia","Casearia prunifolia"
1000002265,"Casearia","pubescens","Casearia pubescens"
1000002266,"Casearia","quinduensis","Casearia quinduensis"
1000002267,"Casearia","resinifera","Casearia resinifera"
1000002268,"Casearia","rusbyana","Casearia rusbyana"
1000002269,"Casearia","singularis","Casearia singularis"
1000002270,"Casearia","spinescens","Casearia spinescens"
1000002271,"Casearia","suaveolens","Casearia suaveolens"
1000002272,"Casearia","tacanensis","Casearia tacanensis"
1000002273,"Casearia","tenuipilosa","Casearia tenuipilosa"
1000002274,"Casearia","tremula","Casearia tremula"
1000002275,"Casearia","tubiflora","Casearia tubiflora"
1000002276,"Casearia","uleana","Casearia uleana"
1000002277,"Casearia","ulmifolia","Casearia ulmifolia"
1000002278,"Casearia","zahlbruckneri","Casearia zahlbruckneri"
1000002279,"Casearia","zizyphoides","Casearia zizyphoides"
1000002280,"Casimirella","ampla","Casimirella ampla"
1000002281,"Cassia","alata","Cassia alata"
1000002282,"Cassia","bahamensis","Cassia bahamensis"
1000002283,"Cassia","biflora","Cassia biflora"
1000002284,"Cassia","cowanii","Cassia cowanii"
1000002285,"Cassia","fastuosa","Cassia fastuosa"
1000002286,"Cassia","moschata","Cassia moschata"
1000002287,"Cassia","planisiliqua","Cassia planisiliqua"
1000002288,"Cassia","polyphylla","Cassia polyphylla"
1000002289,"Cassia","regia","Cassia regia"
1000002290,"Cassia","rubriflora","Cassia rubriflora"
1000002291,"Cassia","swartzioides","Cassia swartzioides"
1000002292,"Cassipourea","elliptica","Cassipourea elliptica"
1000002293,"Cassipourea","lasiocalyx","Cassipourea lasiocalyx"
1000002294,"Cassipourea","peruviana","Cassipourea peruviana"
1000002295,"Cassipourea","serrata","Cassipourea serrata"
1000002296,"Castela","galapageia","Castela galapageia"
1000002298,"Casuarina","cristata","Casuarina cristata"
1000002299,"Cathedra","acuminata","Cathedra acuminata"
1000002301,"Catostemma","albuquerquei","Catostemma albuquerquei"
1000002306,"Catostemma","fragrans","Catostemma fragrans"
1000002308,"Catostemma","sclerophyllum","Catostemma sclerophyllum"
1000002312,"Cavendishia","awa","Cavendishia awa"
1000002313,"Cavendishia","bracteata","Cavendishia bracteata"
1000002314,"Cavendishia","callista","Cavendishia callista"
1000002315,"Cavendishia","complectens","Cavendishia complectens"
1000002316,"Cavendishia","cuatrecasasii","Cavendishia cuatrecasasii"
1000002317,"Cavendishia","engleriana","Cavendishia engleriana"
1000002318,"Cavendishia","grandifolia","Cavendishia grandifolia"
1000002319,"Cavendishia","isernii","Cavendishia isernii"
1000002320,"Cavendishia","lebroniae","Cavendishia lebroniae"
1000002321,"Cavendishia","mariae","Cavendishia mariae"
1000002322,"Cavendishia","martii","Cavendishia martii"
1000002323,"Cavendishia","micayensis","Cavendishia micayensis"
1000002324,"Cavendishia","nobilis","Cavendishia nobilis"
1000002325,"Cavendishia","orthosepala","Cavendishia orthosepala"
1000002326,"Cavendishia","palustris","Cavendishia palustris"
1000002327,"Cavendishia","parviflora","Cavendishia parviflora"
1000002328,"Cavendishia","pubescens","Cavendishia pubescens"
1000002329,"Cavendishia","punctata","Cavendishia punctata"
1000002330,"Cavendishia","sirensis","Cavendishia sirensis"
1000002331,"Cavendishia","tarapotana","Cavendishia tarapotana"
1000002332,"Cavendishia","venosa","Cavendishia venosa"
1000002333,"Cavendishia","zamorensis","Cavendishia zamorensis"
1000002334,"Cayaponia","caulobotrys","Cayaponia caulobotrys"
1000002335,"Cayaponia","denticulata","Cayaponia denticulata"
1000002336,"Cayaponia","glandulosa","Cayaponia glandulosa"
1000002337,"Cayaponia","granatensis","Cayaponia granatensis"
1000002338,"Cayaponia","ophthalmica","Cayaponia ophthalmica"
1000002339,"Cayaponia","sessiliflora","Cayaponia sessiliflora"
1000002389,"Cedrelinga","catenaeformis","Cedrelinga catenaeformis"
1000002395,"Celastrus","colombianus","Celastrus colombianus"
1000002396,"Celastrus","liebmannii","Celastrus liebmannii"
1000002401,"Celtis","schippii","Celtis schippii"
1000002403,"Centradeniastrum","album","Centradeniastrum album"
1000002404,"Centradeniastrum","roseum","Centradeniastrum roseum"
1000002405,"Centrolobium","ochroxylum","Centrolobium ochroxylum"
1000002406,"Centrolobium","paraense","Centrolobium paraense"
1000002407,"Centrolobium","yavizanum","Centrolobium yavizanum"
1000002408,"Centronia","laurifolia","Centronia laurifolia"
1000002409,"Centronia","peruviana","Centronia peruviana"
1000002410,"Centronia","ruizii","Centronia ruizii"
1000002411,"Centropogon","albostellatus","Centropogon albostellatus"
1000002412,"Centropogon","alsophilus","Centropogon alsophilus"
1000002413,"Centropogon","altus","Centropogon altus"
1000002414,"Centropogon","argutus","Centropogon argutus"
1000002415,"Centropogon","azuayensis","Centropogon azuayensis"
1000002416,"Centropogon","brachysiphoniatus","Centropogon brachysiphoniatus"
1000002417,"Centropogon","caoutchouc","Centropogon caoutchouc"
1000002418,"Centropogon","capitatus","Centropogon capitatus"
1000002419,"Centropogon","chiltasonensis","Centropogon chiltasonensis"
1000002420,"Centropogon","chontalensis","Centropogon chontalensis"
1000002421,"Centropogon","comosus","Centropogon comosus"
1000002422,"Centropogon","cornutus","Centropogon cornutus"
1000002423,"Centropogon","densiflorus","Centropogon densiflorus"
1000002424,"Centropogon","dombeyanus","Centropogon dombeyanus"
1000002425,"Centropogon","erianthus","Centropogon erianthus"
1000002426,"Centropogon","erythraeus","Centropogon erythraeus"
1000002427,"Centropogon","featherstonei","Centropogon featherstonei"
1000002428,"Centropogon","ferrugineus","Centropogon ferrugineus"
1000002429,"Centropogon","fuscus","Centropogon fuscus"
1000002430,"Centropogon","gamosepalus","Centropogon gamosepalus"
1000002431,"Centropogon","gesneriiformis","Centropogon gesneriiformis"
1000002432,"Centropogon","glabrifilis","Centropogon glabrifilis"
1000002433,"Centropogon","glaucotomentosus","Centropogon glaucotomentosus"
1000002434,"Centropogon","gleasonii","Centropogon gleasonii"
1000002435,"Centropogon","granulosus","Centropogon granulosus"
1000002436,"Centropogon","hartwegii","Centropogon hartwegii"
1000002437,"Centropogon","intonsus","Centropogon intonsus"
1000002438,"Centropogon","isabellinus","Centropogon isabellinus"
1000002439,"Centropogon","latifolius","Centropogon latifolius"
1000002440,"Centropogon","licayensis","Centropogon licayensis"
1000002441,"Centropogon","longifolius","Centropogon longifolius"
1000002442,"Centropogon","loretensis","Centropogon loretensis"
1000002443,"Centropogon","luteus","Centropogon luteus"
1000002444,"Centropogon","macbridei","Centropogon macbridei"
1000002445,"Centropogon","macrocarpus","Centropogon macrocarpus"
1000002446,"Centropogon","macrophyllus","Centropogon macrophyllus"
1000002447,"Centropogon","mandonis","Centropogon mandonis"
1000002448,"Centropogon","medusa","Centropogon medusa"
1000002449,"Centropogon","nervosus","Centropogon nervosus"
1000002450,"Centropogon","nigricans","Centropogon nigricans"
1000002451,"Centropogon","occultus","Centropogon occultus"
1000002452,"Centropogon","parviflorus","Centropogon parviflorus"
1000002453,"Centropogon","perlongus","Centropogon perlongus"
1000002454,"Centropogon","peruvianus","Centropogon peruvianus"
1000002455,"Centropogon","pichinchensis","Centropogon pichinchensis"
1000002456,"Centropogon","pilalensis","Centropogon pilalensis"
1000002457,"Centropogon","preslii","Centropogon preslii"
1000002458,"Centropogon","pulcher","Centropogon pulcher"
1000002459,"Centropogon","reticulatus","Centropogon reticulatus"
1000002460,"Centropogon","roraimanus","Centropogon roraimanus"
1000002461,"Centropogon","roseus","Centropogon roseus"
1000002462,"Centropogon","rubiginosus","Centropogon rubiginosus"
1000002463,"Centropogon","rufus","Centropogon rufus"
1000002464,"Centropogon","saltuum","Centropogon saltuum"
1000002465,"Centropogon","salviiformis","Centropogon salviiformis"
1000002466,"Centropogon","sciaphilus","Centropogon sciaphilus"
1000002467,"Centropogon","silvaticus","Centropogon silvaticus"
1000002468,"Centropogon","sodiroanus","Centropogon sodiroanus"
1000002469,"Centropogon","solisii","Centropogon solisii"
1000002470,"Centropogon","steyermarkii","Centropogon steyermarkii"
1000002471,"Centropogon","subcordatus","Centropogon subcordatus"
1000002472,"Centropogon","tortilis","Centropogon tortilis"
1000002473,"Centropogon","trachyanthus","Centropogon trachyanthus"
1000002474,"Centropogon","umbrosus","Centropogon umbrosus"
1000002475,"Centropogon","uncinatus","Centropogon uncinatus"
1000002476,"Centropogon","ursinus","Centropogon ursinus"
1000002477,"Centropogon","varicus","Centropogon varicus"
1000002478,"Centropogon","verbascifolius","Centropogon verbascifolius"
1000002479,"Centropogon","viriduliflorus","Centropogon viriduliflorus"
1000002480,"Centropogon","weberbaueri","Centropogon weberbaueri"
1000002481,"Centropogon","weddellii","Centropogon weddellii"
1000002482,"Centropogon","yungasensis","Centropogon yungasensis"
1000002483,"Centropogon","zamorensis","Centropogon zamorensis"
1000002484,"Centrosema","triquetrum","Centrosema triquetrum"
1000002485,"Cephaelis","flaviflora","Cephaelis flaviflora"
1000002486,"Cephaelis","florentina","Cephaelis florentina"
1000002487,"Cephaelis","jamesonii","Cephaelis jamesonii"
1000002488,"Cephaelis","peruviana","Cephaelis peruviana"
1000002489,"Cephalacanthus","maculatus","Cephalacanthus maculatus"
1000002490,"Cephalocereus","royenii","Cephalocereus royenii"
1000002491,"Ceratophytum","tetragonolobum","Ceratophytum tetragonolobum"
1000002492,"Ceratostema","alatum","Ceratostema alatum"
1000002493,"Ceratostema","amplexicaule","Ceratostema amplexicaule"
1000002494,"Ceratostema","bracteolatum","Ceratostema bracteolatum"
1000002495,"Ceratostema","calycinum","Ceratostema calycinum"
1000002496,"Ceratostema","campii","Ceratostema campii"
1000002497,"Ceratostema","charianthum","Ceratostema charianthum"
1000002498,"Ceratostema","cutucuensis","Ceratostema cutucuensis"
1000002499,"Ceratostema","fasciculatum","Ceratostema fasciculatum"
1000002500,"Ceratostema","flexuosum","Ceratostema flexuosum"
1000002501,"Ceratostema","glans","Ceratostema glans"
1000002502,"Ceratostema","lanceolatum","Ceratostema lanceolatum"
1000002503,"Ceratostema","lanigerum","Ceratostema lanigerum"
1000002504,"Ceratostema","loranthiflorum","Ceratostema loranthiflorum"
1000002505,"Ceratostema","madisonii","Ceratostema madisonii"
1000002506,"Ceratostema","megabracteatum","Ceratostema megabracteatum"
1000002507,"Ceratostema","megalobum","Ceratostema megalobum"
1000002508,"Ceratostema","nodosum","Ceratostema nodosum"
1000002509,"Ceratostema","nubigenum","Ceratostema nubigenum"
1000002510,"Ceratostema","oellgaardii","Ceratostema oellgaardii"
1000002511,"Ceratostema","pedunculatum","Ceratostema pedunculatum"
1000002512,"Ceratostema","pensile","Ceratostema pensile"
1000002513,"Ceratostema","peruvianum","Ceratostema peruvianum"
1000002514,"Ceratostema","reginaldii","Ceratostema reginaldii"
1000002515,"Ceratostema","silvicola","Ceratostema silvicola"
1000002516,"Ceratostema","ventricosum","Ceratostema ventricosum"
1000002517,"Cercidium","praecox","Cercidium praecox"
1000002518,"Cereus","diffusus","Cereus diffusus"
1000002529,"Cervantesia","bicolor","Cervantesia bicolor"
1000002530,"Cervantesia","kunthiana","Cervantesia kunthiana"
1000002531,"Cervantesia","tomentosa","Cervantesia tomentosa"
1000002532,"Cespedesia","spathulata","Cespedesia spathulata"
1000002533,"Cespedesia","sprucei","Cespedesia sprucei"
1000002587,"Chaetocalyx","klugii","Chaetocalyx klugii"
1000002589,"Chaetocarpus","schomburgkianus","Chaetocarpus schomburgkianus"
1000002590,"Chalepophyllum","guianense","Chalepophyllum guianense"
1000002591,"Chalepophyllum","longilobum","Chalepophyllum longilobum"
1000002592,"Chamaecrista","adiantifolia","Chamaecrista adiantifolia"
1000002593,"Chamaecrista","negrensis","Chamaecrista negrensis"
1000002607,"Chamguava","schippii","Chamguava schippii"
1000002609,"Cheiloclinium","anomalum","Cheiloclinium anomalum"
1000002610,"Cheiloclinium","articulatum","Cheiloclinium articulatum"
1000002611,"Cheiloclinium","belizense","Cheiloclinium belizense"
1000002612,"Cheiloclinium","cognatum","Cheiloclinium cognatum"
1000002613,"Cheiloclinium","hippocrateoides","Cheiloclinium hippocrateoides"
1000002614,"Cheiloclinium","klugii","Cheiloclinium klugii"
1000002615,"Cheiloclinium","krukovii","Cheiloclinium krukovii"
1000002616,"Cheiloclinium","lineolatum","Cheiloclinium lineolatum"
1000002617,"Cheiloclinium","obtusum","Cheiloclinium obtusum"
1000002618,"Cheiloclinium","pedunculatum","Cheiloclinium pedunculatum"
1000002622,"Chimarrhis","barbata","Chimarrhis barbata"
1000002623,"Chimarrhis","cymosa","Chimarrhis cymosa"
1000002624,"Chimarrhis","duckeana","Chimarrhis duckeana"
1000002625,"Chimarrhis","gentryana","Chimarrhis gentryana"
1000002626,"Chimarrhis","glabriflora","Chimarrhis glabriflora"
1000002627,"Chimarrhis","hookeri","Chimarrhis hookeri"
1000002628,"Chimarrhis","latifolia","Chimarrhis latifolia"
1000002629,"Chimarrhis","microcarpa","Chimarrhis microcarpa"
1000002630,"Chimarrhis","parviflora","Chimarrhis parviflora"
1000002631,"Chimarrhis","turbinata","Chimarrhis turbinata"
1000002632,"Chimarrhis","williamsii","Chimarrhis williamsii"
1000002633,"Chiococca","nitida","Chiococca nitida"
1000002634,"Chiococca","pachyphylla","Chiococca pachyphylla"
1000002635,"Chionanthus","confertus","Chionanthus confertus"
1000002636,"Chionanthus","implicatus","Chionanthus implicatus"
1000002637,"Chionanthus","panamensis","Chionanthus panamensis"
1000002638,"Chionanthus","pubescens","Chionanthus pubescens"
1000002639,"Chionanthus","wurdackii","Chionanthus wurdackii"
1000002640,"Chione","campanensis","Chione campanensis"
1000002641,"Chione","cubensis","Chione cubensis"
1000002642,"Chione","darienensis","Chione darienensis"
1000002643,"Chione","sylvicola","Chione sylvicola"
1000002645,"Chlorocardium","rodiei","Chlorocardium rodiei"
1000002647,"Chloroleucon","mangense","Chloroleucon mangense"
1000002648,"Chomelia","albicaulis","Chomelia albicaulis"
1000002649,"Chomelia","angustifolia","Chomelia angustifolia"
1000002650,"Chomelia","apodantha","Chomelia apodantha"
1000002651,"Chomelia","barbellata","Chomelia barbellata"
1000002652,"Chomelia","caurensis","Chomelia caurensis"
1000002653,"Chomelia","ecuadorensis","Chomelia ecuadorensis"
1000002654,"Chomelia","grandicarpa","Chomelia grandicarpa"
1000002655,"Chomelia","klugii","Chomelia klugii"
1000002656,"Chomelia","malaneoides","Chomelia malaneoides"
1000002657,"Chomelia","microloba","Chomelia microloba"
1000002658,"Chomelia","monachinoi","Chomelia monachinoi"
1000002659,"Chomelia","obtusa","Chomelia obtusa"
1000002660,"Chomelia","paniculata","Chomelia paniculata"
1000002661,"Chomelia","peruviana","Chomelia peruviana"
1000002662,"Chomelia","polyantha","Chomelia polyantha"
1000002663,"Chomelia","psilocarpa","Chomelia psilocarpa"
1000002664,"Chomelia","recordii","Chomelia recordii"
1000002665,"Chomelia","rubra","Chomelia rubra"
1000002666,"Chomelia","schomburgkii","Chomelia schomburgkii"
1000002667,"Chomelia","sessilis","Chomelia sessilis"
1000002668,"Chomelia","spinosa","Chomelia spinosa"
1000002669,"Chomelia","splitgerberi","Chomelia splitgerberi"
1000002670,"Chomelia","tenuiflora","Chomelia tenuiflora"
1000002671,"Chomelia","venulosa","Chomelia venulosa"
1000002672,"Chondodendron","tomentosum","Chondodendron tomentosum"
1000002673,"Chorisepalum","carnosum","Chorisepalum carnosum"
1000002674,"Chorisepalum","psychotrioides","Chorisepalum psychotrioides"
1000002692,"Chromolucuma","baehniana","Chromolucuma baehniana"
1000002693,"Chromolucuma","rubriflora","Chromolucuma rubriflora"
1000002695,"Chrysobalanus","venezuelanus","Chrysobalanus venezuelanus"
1000002696,"Chrysochlamys","allenii","Chrysochlamys allenii"
1000002697,"Chrysochlamys","balboa","Chrysochlamys balboa"
1000002698,"Chrysochlamys","bracteolata","Chrysochlamys bracteolata"
1000002699,"Chrysochlamys","colombiana","Chrysochlamys colombiana"
1000002700,"Chrysochlamys","dependens","Chrysochlamys dependens"
1000002701,"Chrysochlamys","eclipes","Chrysochlamys eclipes"
1000002702,"Chrysochlamys","floribunda","Chrysochlamys floribunda"
1000002703,"Chrysochlamys","glauca","Chrysochlamys glauca"
1000002704,"Chrysochlamys","grandifolia","Chrysochlamys grandifolia"
1000002705,"Chrysochlamys","macrophylla","Chrysochlamys macrophylla"
1000002706,"Chrysochlamys","membranacea","Chrysochlamys membranacea"
1000002707,"Chrysochlamys","membrillensis","Chrysochlamys membrillensis"
1000002708,"Chrysochlamys","micrantha","Chrysochlamys micrantha"
1000002709,"Chrysochlamys","multiflora","Chrysochlamys multiflora"
1000002710,"Chrysochlamys","nicaraguensis","Chrysochlamys nicaraguensis"
1000002711,"Chrysochlamys","pachypoda","Chrysochlamys pachypoda"
1000002712,"Chrysochlamys","pavonii","Chrysochlamys pavonii"
1000002713,"Chrysochlamys","psychotriifolia","Chrysochlamys psychotriifolia"
1000002714,"Chrysochlamys","silvicola","Chrysochlamys silvicola"
1000002715,"Chrysochlamys","tenuifolia","Chrysochlamys tenuifolia"
1000002716,"Chrysochlamys","tenuis","Chrysochlamys tenuis"
1000002717,"Chrysochlamys","ulei","Chrysochlamys ulei"
1000002719,"Chrysophyllum","albipilum","Chrysophyllum albipilum"
1000002720,"Chrysophyllum","amazonicum","Chrysophyllum amazonicum"
1000002721,"Chrysophyllum","bicolor","Chrysophyllum bicolor"
1000002722,"Chrysophyllum","bombycinum","Chrysophyllum bombycinum"
1000002723,"Chrysophyllum","brenesii","Chrysophyllum brenesii"
1000002724,"Chrysophyllum","colombianum","Chrysophyllum colombianum"
1000002725,"Chrysophyllum","cuneifolium","Chrysophyllum cuneifolium"
1000002726,"Chrysophyllum","eximium","Chrysophyllum eximium"
1000002727,"Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum"
1000002728,"Chrysophyllum","hirsutum","Chrysophyllum hirsutum"
1000002729,"Chrysophyllum","lucentifolium","Chrysophyllum lucentifolium"
1000002730,"Chrysophyllum","manaosense","Chrysophyllum manaosense"
1000002731,"Chrysophyllum","maxima","Chrysophyllum maxima"
1000002732,"Chrysophyllum","ovale","Chrysophyllum ovale"
1000002733,"Chrysophyllum","parvulum","Chrysophyllum parvulum"
1000002734,"Chrysophyllum","pomiferum","Chrysophyllum pomiferum"
1000002735,"Chrysophyllum","prieurii","Chrysophyllum prieurii"
1000002736,"Chrysophyllum","revolutum","Chrysophyllum revolutum"
1000002737,"Chrysophyllum","sanguinolentum","Chrysophyllum sanguinolentum"
1000002738,"Chrysophyllum","scalare","Chrysophyllum scalare"
1000002739,"Chrysophyllum","sparsiflorum","Chrysophyllum sparsiflorum"
1000002740,"Chrysophyllum","superbum","Chrysophyllum superbum"
1000002741,"Chrysophyllum","ucuquirana-branca","Chrysophyllum ucuquirana-branca"
1000002742,"Chrysophyllum","venezuelanense","Chrysophyllum venezuelanense"
1000002743,"Chrysophyllum","wilsonii","Chrysophyllum wilsonii"
1000002750,"Chusquea","albilanata","Chusquea albilanata"
1000002751,"Chusquea","aspera","Chusquea aspera"
